Serial Number,Company Name,Employee Markme,Description,Leave
556,SUB4ME INC,Marion,swingtalent,9
557,Ask Media Group,Annie,www.gtwy,2
558,Accenture,Emmitt,everlaw,7
559,Chargehound,Willie,ceresimaging,3
560,Everlaw,Olanga,mct,2
561,BKI Software Solutions,Sidney,www.lendup,2
562,Storyteller,Iona,xqmsg,3
563,Gravitational,Joe,fabricgenomics,4
564,Saferize,Tressie,metritech,8
565,Lucid,Wilson,fotonotes,8
566,Even,Jim Andrson,enwoven,0
567,LaunchDarkly,Isaac,thecloroxcompany,8
568,Tech Liminal,Rebecca,relasosales-crm,9
569,Airquest,Joe,parsleysoftware,7
570,Gateway Incubator,Emmitt,kindwhale,6
571,SquadCast.fm,Evelyn,polysign,2
572,SnapStrat Inc.,Tressie,vivun,3
573,Samsung,Jean,aerialspac.es,6
574,HCL,Rachel,even,1
575,Better Mortgage,Linnie,flypyka,8
576,Vidado,Clyde,kato,1
577,ExaVault,Lucinda,radicaldesigns,2
578,Radical Designs,Joe,deepmedia,4
579,Pyka,Anne,lunaimaging,1
580,Shiru,Rosie,moonshotbrands,6
581,NanoVMs Inc,Ira,litterati,0
582,Distru,Ernest,marqeta,7
583,Wipro,Gordon,mailchimp,1
584,Apple,RON,proxifile,2
585,Luna Information Systems,Evelyn,revitalizeventures,1
586,Zonetap,Lucinda,illuminate,8
587,AppSmyth Inc.,Corine,taote.shop,8
588,PANDORA MEDIA INC.,Vinnie,kindwhale,5
589,Better Mortgage,Sachin,givemomentum,8
590,Design Action Collective,Matrina,postly,2
591,Montclair Advisors LLC,RON,choosefluid,7
592,Financial Computer Support Inc.,Liza,customerlobby,1
593,Cloudstead,Annie,aerialspac.es,9
594,npm,Gordon,illuminate,9
595,Mastek,Olanga,outlier,5
596,Divine Interventures,Ellen,roofstock,4
597,Luna Information Systems,Emmitt,quosap,9
598,Fluid,Elsie,lunaimaging,5
599,Fluid,Tommy,montclairadvisors,3
600,Accenture,Ralph,cadency,9
601,XQ Message,Julius,Technology,4
602,SwingSearch,Pearlie,bki,0
603,Koya Medical,Pinkie,thecloroxcompany,6
604,ExaVault,Rosie,roofstock,6
605,Simple Dynamics,Thelma,renewfinancial,4
606,Breezy,Joe,www.hoodincubator,7
607,Joro,Cleo,flipcause,8
608,Design Action Collective,Gordon,wedrop,9
609,yozio,Dennis,vidado,8
610,Sun Microsystem,Davin,swingtalent,5
611,Dotshop,Pinkie,montclairadvisors,7
612,Servant,Dessie,parsleysoftware,6
613,Financial Computer Support Inc.,Luke,angelloop,7
614,CandleCRM,Bettie,www.npmjs,6
615,Litterati,Green,Information Technology,7
616,Samsung,Exie,mailchimp,8
617,npm,Thelma,illuminate,8
618,Walmart,David,pineparkhealth,2
619,Merus,Anne,candlecrm,8
620,Spinwheel,Lucinda,stealthy,5
621,Glancepoint,William,joinbloommunity,1
622,Gateway Incubator,Isaac,www.lendup,9
623,Shell,Emmitt,fotonotes,0
624,WeDrop Software,Sachin,binti,8
625,Ask Media Group,Gerald,cashbet,0
626,WeDrop Software,Myrtis,mynd,0
627,Ask Media Group,Dessie,tradelanes,6
628,LaunchDarkly,Myrtis,www.kaporcenter,9
629,OPAL QUALITY SYSTEM MGMT.,Aline,mbg,5
630,Storyteller,Jim Andrson,aerialspac.es,9
631,Core Loop Games,Jean,flipcause,1
632,Shiru,Jimmy,schoolzilla,3
633,Koya Medical,Linnie,better,0
634,npm,Rachel,taote.shop,8
635,Capology,Julius,hingeto,1
636,Merus,Josie,www.hoodincubator,5
637,Baowu,Anne,illuminate,6
638,Boxbot,Olanga,vidado,3
639,Zonetap,Exie,linqsoftware,0
640,GE,Gerald,stealthy,2
641,Distru,David,meruscase,1
642,Infosys,Lucinda,relasosales-crm,3
643,Nearby,Hanary,xqmsg,5
644,Tech Liminal,Evelyn,IT Challange,8
645,NanoVMs Inc,Louis,vsco,8
646,productboard,Myrtie,cintric,7
647,Kapor Center for Social Impact,Jim Andrson,tooledesign,9
648,Mynd,Laura,polysign,8
649,Powerhouse,Ray,FOUNDATION,1
650,Relaso - CRM for Magento E-Commerce,Rosie,givemomentum,2
651,Saferize,Rubie,servant,7
652,VSCO,Louis,meruscase,6
653,Trace Data,Dinesh David,qdev,3
654,Kato,Thelma,cintric,9
655,SquadCast.fm,Harvey,helloresolve,7
656,Roofstock,Emmett,www.beezwax,4
657,Google,Sachin,proxifile,2
658,Parsley Software,Nelson,rxredefined,9
659,Mphasis,Liza,allganize,9
660,SUB4ME INC,Lassie,logistixsolutions,4
661,Micromax,Ellen,yozio,3
662,Neyborly,Leslie,kbcstaffing,6
663,Resolve,Emmie,better,7
664,Gazprom,Evelyn,britehub,7
665,Mailchimp,Alma,kaiserpermanente,9
666,Moonshot Brands,Aline,renewfinancial,5
667,Microsoft,Nelson,zonetap,9
668,lvl Analytics,Jim Andrson,allganize,3
669,Simple Dynamics,Warhol,skilltapp,9
670,Zonetap,Lenora,renewfinancial,9
671,Koya Medical,Matrina,breezy,4
672,Next Tech,Thelma,riffyn,7
673,VSCO,Katie,marqeta,2
674,FotoNotes,RON,stealthy,6
675,Etracker,Corine,sbnsoftware,2
676,AppSmyth Inc.,Alfred,logistixsolutions,1
677,Customer Lobby,Corine,tradelanes,7
678,Legal Passage,Tressie,squadcast.fm,5
679,Quosap,Vinnie,linqsoftware,0
680,Bloom,RON,capology,6
681,Powerhouse,Ernest,World IT,9
682,Zensar,Myrtie,21tech,1
683,Logistix Solutions,Sarah,everlaw,2
684,Kapor Center for Social Impact,Edna,kalabox.kalamuna,1
685,yozio,Lassie,renewfinancial,7
686,PolySign,Sachin,coreloop,3
687,Comfy,Warhol,simpledynamics,3
688,npm,Exie,fivetran,5
689,Kato,Warhol,unchainedlogistics,9
690,Zensar,Dinesh David,vsco,7
691,Spinwheel,Simon,grasshopperkiosks,7
692,productboard,Jimmy,enwoven,8
693,SUB4ME INC,KELLY,tradelanes,4
694,tEQuitable,William,oncue,1
695,WeDrop Software,King,ratecred,5
696,Roofstock,Roshan,propellerlabs,6
697,WeDrop Software,Emmett,afriexapp,2
698,PANDORA MEDIA INC.,Wilson,next,2
699,Mayvenn,Dennis,www.lendup,2
700,Ask Media Group,Mamie,ideabuilder,1
701,Neyborly,Willie,bigrunstudios,2
702,Outlier,Linnie,mayvenn,0
703,LendUp,Rachel,ratecred,1
704,FotoNotes,Clarence,deferpanic,3
705,Kato,David,joinbloommunity,2
706,KindWhale,PETER,sparkart,8
707,Zonetap,Vishwa,everlaw,9
708,Unagi Scooters,Dennis,grasshopperkiosks,0
709,RateCred,Gennie,quosap,3
710,tEQuitable,Clarence,cashbet,1
711,Relaso - CRM for Magento E-Commerce,Pinkie,fcsi,6
712,Wipro,RON,bodega,4
713,tEQuitable,Corine,joinmosaic,3
714,PANDORA MEDIA INC.,Laura,polysign,7
715,Babylist,Emmitt,rxredefined,6
716,Postly,Clyde,outlier,8
717,Tech Liminal,Mabel,grasshopperkiosks,6
718,Sependa,Lillian,afriexapp,8
719,Trace Data,Simon,vertosa,3
720,21Tech,Ellen,aerialspac.es,8
721,cizna,Joe,kindwhale,4
722,Chargehound,Emmie,www.gtwy,3
723,BriteHub,Harvey,zorroa,8
724,LaunchDarkly,Clyde, IT HUB,0
725,BuildSite,Joe,etrackerllc,1
726,Flo AI,David,etrackerllc,0
727,swiss,Robert,illuminate,0
728,NOKIA,James,afriexapp,8
729,Quosap,Wilson,zonetap,3
730,BKI Software Solutions,Edna,flo-ai,6
731,Merus,Clarence,www.boxbot,1
732,Fivetran,Mamie,next,6
733,Phillips 66,Harvey, IT HUB,8
734,Litterati,Gordon,bedrockanalytics,2
735,Trace Data,Emmitt,nana academy,5
736,Comcate,Olanga,spinwheel,3
737,Zensar,Bettie,outlier,4
738,Manhattan,Lassie,kbcstaffing,0
739,Cloudstead,Lucinda,helloresolve,3
740,Hewai,William,ideabuilder,5
741,Omicia,James,skilltapp,4
742,Glassbreakers,Linnie,proxifile,0
743,Babylist,Edward,specosystems,0
744,Fivetran,Matrina,flipcause,9
745,RateCred,Tressie,hingeto,8
746,Joro,Isaac,customerlobby,3
747,Stockwell Inc.,KELLY,coreloop,5
748,Skyloom Global,KELLY,mynd,5
749,Breezy,PAUL,kaiserpermanente,5
750,Apple,Ira,World IT,9
751,Toole Design Group,Thelma,qdev,4
752,Fluid,Pearlie,illuminate,1
753,LAVA,RON,IT Challange,1
754,Enwoven,Era,lunaimaging,9
755,Nearby,Katie,ideabuilder,7
756,Stealthy IM,Evelyn,theshoppad,3
757,SquadCast.fm,Tommy,www.askmediagroup,5
758,Shiru,Lucinda,vivun,2
759,Manifold,Margie,gravitational,5
760,Schoolzilla,Myrtie,mbg,0
761,Bedrock Analytics,Exie,unagiscooters,5
762,LAVA,Julius,kaiserpermanente,2
763,Wipro,Warhol,vibryant,7
764,Unchained Logistics,Linnie,cadency,6
765,GE,Cleo,theshoppad,6
766,Rockbot,Nellie,kindwhale,1
767,Zonetap,Vinnie,kbcstaffing,9
768,Relaso - CRM for Magento E-Commerce,Luke,servant,0
769,Pyka,Dave,aerialspac.es,7
770,Qwasar Silicon valley,Ossie,vertosa,0
771,SUB4ME INC,Roshan,servant,1
772,Unchained Logistics,Rubie,trychemistry,5
773,Flipcause,Glennie,vibryant,3
774,Pogo Financial,Anne,broadly,1
775,NOKIA,Lucinda,mynd,1
776,Unionforce,Dinesh David,FOUNDATION,8
777,Palo Colorado Software.,Hollis,mmwd,1
778,Revitalize Venture Studio,Moses,coreloop,5
779,Kickstart Coding,Nellie,rockbot,8
780,Microsoft,Ellen,www.hoodincubator,9
781,NVIDIA,Rebecca,mct,2
782,HCL,Jeanette,roofstock,3
783,Mosaic,Era,thecloroxcompany,5
784,Unionforce,Alfred,metritech,7
785,Skilltapp Inc.,Luke,lvlanalytics,7
786,lloyds,Dinesh David,www.trellisgrows,0
787,Unionforce,Emmett,schoolzilla,8
788,Teech Mahindra,Elsie,powerhouse.fund,8
789,Stockwell Inc.,Marion,kickstartcoding,9
790,Infosys,Adolphus,shiru,4
791,Apple,Matrina,stealthy,7
792,Broadly,Goldie,xqmsg,5
793,Rockbot,Era,afriexapp,0
794,Storyteller,Myrtle,shiru,5
795,Cadency,Glennie,Information Technology,5
796,Gateway Incubator,Alfred,tracedata,9
797,Kapor Center for Social Impact,Richard,quosap,9
798,Idea Builder,Era,moonshotbrands,4
799,CashBet,Ralph,joinmosaic,9
800,Propeller Labs,Josie,crescendoapp,3
801,Litterati,Aline,britehub,0
802,Teech Mahindra,Exie,fcsi,4
803,Design Action Collective,Iona,tooledesign,0
804,SwingSearch,William,hingeto,6
805,yozio,Dennis,montclairadvisors,0
806,Accenture,Leslie,legalpassage,5
807,Renew Financial,Glennie,ratecred,6
808,Guide,Edna,joinmosaic,0
809,Revitalize Venture Studio,Clarence,capology,7
810,Kaiser Permanente,Emmett,marqeta,0
811,Stockwell Inc.,Lenora,www.pandora,3
812,Daily Kos,Abbie,swig,4
813,Flexi Network,Lassie,exavault,8
814,Legal Passage,Nellie,oncue,5
815,Viable Fit,Tressie,better,9
816,Boxbot,Nelson,opalqsm,9
817,Skilltapp Inc.,Dessie,parsleysoftware,9
818,BKI Software Solutions,PETER,qdev,8
819,Kato,Bettie,mct,2
820,Walmart,Davin,mbg,8
821,CandleCRM,Myrtle,taote.shop,8
822,KindWhale,Clarence,fivetran,5
823,HCL,Gennie,xqmsg,5
824,The Hood Incubator,Vinnie,targetx,6
825,LINQ Software,Dave,axiomcloud,9
826,Rx Redefined,Louis,IT Company,8
827,Kalabox,Dovie,dialed.space/works,8
828,Spinwheel,Green,lvlanalytics,4
829,Angeloop Inc,Rachel,skillprint,2
830,Outlier,Iona,servant,5
831,PANDORA MEDIA INC.,Trudie,pogofin,0
832,GE,Matrina,shiru,5
833,productboard,Jeanette,relasosales-crm,5
834,Financial Computer Support Inc.,Robert,simpledynamics,7
835,Frontleaf,Myrtis,afriexapp,9
836,Accenture,Ray,cintric,1
837,LocusLabs Inc,Tressie,www.askmediagroup,0
838,Binti,Ernest,glassbreakers,7
839,L&T,Harvey,montclairadvisors,0
840,yozio,Fannie,lucidconnects,0
841,Financial Computer Support Inc.,Jimmy,cloudstead,7
842,Flexi Network,Bettie,mailchimp,4
843,VSCO,Emmitt,customerlobby,5
844,Viable Fit,Vinnie,meruscase,2
845,Grasshopper Kiosks,RON,joro,3
846,Zorroa,Olanga,illuminate,4
847,Moonshot Brands,Alfred,chargehound,3
848,L&T,Emmie,yunithome,8
849,Idea Builder,Goldie,unagiscooters,8
850,21Tech,Harvey,litterati,0
851,cizna,Davin,fotonotes,5
852,Turnitin,Willie,marqeta,0
853,Trellis,Lillian,getthru,1
854,CandleCRM,Porter,guideapp,3
855,MetriTech,Dennis,oncue,4
856,Oracle,Lorraine,aerialspac.es,9
857,Litterati,Mamie,unionforce,4
858,MMWD,Clyde,FOUNDATION,0
859,Micromax,Vinnie,dailykos,3
860,Vivun,Leslie,flo-ai,7
861,Revitalize Venture Studio,Lillian,simpledynamics,8
862,Binti,Dessie,World IT,1
863,Mynd,Louis,britehub,8
864,q{Dev} LLC,Rosie,sub4.me,3
865,Teech Mahindra,James,flexiwork,0
866,Kickstart Coding,Abbie,World IT,2
867,Chemistry,Emmie,envisionmobile,9
868,Samsung,Clarence,mmwd,6
869,Manifold,Julius,better,5
870,Huue,Emmitt,tequitable,7
871,Mphasis,Emmett,servant,0
872,Microsoft,Liza,chargehound,9
873,Gazprom,Glennie,givemomentum,4
874,CandleCRM,Matrina,koyamedical,8
875,Ask Media Group,Jeanette,breezy,6
876,Resolve,Isaac,servant,0
877,Nearby,Gordon,appsmyth,4
878,Unagi Scooters,Alfred,Information Technology,3
879,The Hood Incubator,Fannie,opalqsm,6
880,Yunit,Gerald,flipcause,0
881,lvl Analytics,Isaac,everlaw,8
882,Stockwell Inc.,Myrtis,mct,9
883,Cadency,Dessie,www.boxbot,4
884,Babylist,Emmie,riffyn,5
885,Flo AI,Fannie,legalpassage,3
886,Flo AI,Dinesh David,joinmosaic,3
887,Financial Computer Support Inc.,Margie,logistixsolutions,6
888,Riffyn,David,bedrockanalytics,1
889,NVIDIA,Sachin,turnitin,0
890,Ceres Imaging,Jimmy,yarden.garden,6
891,Broadly,Tressie,schoolzilla,1
892,MMWD,Julius,liferaft,2
893,Mosaic,Josie,propellerlabs,7
894,Palo Colorado Software.,Mabel,skilltapp,0
895,Skyloom Global,Dennis,allganize,6
896,Core Loop Games,Clarence,cadency,6
897,Liferaft,Fannie,saferize,8
898,Roofstock,Hollis,flypyka,8
899,SquadCast.fm,James,stealthy,4
900,Yunit,Wilson,hingeto,0
901,Mastek,Aline,poweredbypennies,2
902,BuildSite,Dessie,mailchimp,3
903,CrescendoApp.com,Linnie,Information Technology,0
904,Palo Colorado Software.,Bettie,kato,6
905,Bloom,Iona,outlier,3
906,Gateway Incubator,Glennie,cashbet,8
907,LAVA,Hanary,shiru,7
908,Manhattan,Lenora,cintric,5
909,OPAL QUALITY SYSTEM MGMT.,Moses,qwasar,4
910,Big Run Studios,Corine,theshoppad,5
911,NVIDIA,Lillian,manifold,5
912,Parsley Software,Katie,meruscase,4
913,Omicia,Willie,abstractcre,2
914,LaunchDarkly,Moses,quosap,2
915,PolySign,Pearlie,parsleysoftware,2
916,Moonshot Brands,Rachel,sbnsoftware,2
917,Hayden AI,Elsie,Information Technology,1
918,Hayden AI,Ellen,koyamedical,9
919,SPARKART GROUP INC,Julius,techliminal,4
920,Mailchimp,Hanary,skillprint,6
921,Zensar,Louis,mailchimp,5
922,TCS,Jean,nana academy,1
923,SUB4ME INC,Goldie,next,9
924,Luna Information Systems,Leslie,rockbot,2
925,Accenture,Davin,turnitin,3
926,Joro,Marion,deferpanic,9
927,Spinwheel,Linnie,britehub,6
928,Quosap,Myrtie,choosefluid,1
929,Chargehound,Evelyn,kickstartcoding,7
930,Cloudstead,Robert,roofstock,6
931,EFoundry Consulting,Margie,allganize,2
932,Joro,Ernest,mbg,1
933,KindWhale,Maud,www.boxbot,3
934,Trace Data,Myrtle,www.beezwax,6
935,Zonetap,RON,qwasar,5
936,Litterati,Emmitt,sbnsoftware,2
937,Skyloom Global,Wilson,specosystems,5
938,The Clorox Company,Green,kalabox.kalamuna,9
939,Stockwell Inc.,Lillian,divineinterventures,4
940,Phillips 66,Simon,meruscase,6
941,Microsoft,Evelyn,glassbreakers,4
942,Propeller Labs,Joe,britehub,1
943,Qwasar Silicon valley,Maud,joro,1
944,Unagi Scooters,Myrtis,liferaft,6
945,Powered by Pennies,Alma,viable.fit,0
946,Relaso - CRM for Magento E-Commerce,Thelma,unchainedlogistics,9
947,Binti,Jim Andrson,vertosa,4
948,Pogo Financial,Ernest,trychemistry,6
949,SPARKART GROUP INC,Emmitt,cadency,4
950,CandleCRM,Josie,www.lendup,4
951,Unchained Logistics,Sachin,zorroa,4
952,Mynd,Lenora,axiomcloud,3
953,LendUp,Rosie,cadency,8
954,Neyborly,Warhol,getthru,2
955,Google,Sarah,servant,8
956,Shared Process Ecosystems,Katie,metritech,6
957,SnapStrat Inc.,PAUL,wedrop,3
958,Abstract,Hanary,yarden.garden,0
959,Sependa,Lucinda,enwoven,1
960,Cadency,Dovie,flo-ai,8
961,yozio,Isaac,better,7
962,NOKIA,Sachin,allganize,9
963,KindWhale,Gordon,meruscase,8
964,Propeller Labs,Thelma,swingtalent,8
965,Broadly,Gennie,mayvenn,1
966,yozio,Elsie,lunaimaging,2
967,FotoNotes,Ira,frontleaf,1
968,Divine Interventures,Lenora,swingtalent,5
969,Zensar,Hanary,fabricgenomics,3
970,Capology,Glennie,grasshopperkiosks,3
971,Fluid,Thelma,wedrop,8
972,Vertosa,Lucinda,joro,0
973,Turnitin,Corine,IT Challange,6
974,Logistix Solutions,Moses,skilltapp,2
975,Capology,Ira,simpledynamics,7
976,Storyteller,King,oncue,1
977,Big Run Studios,Julius,launchdarkly,7
978,Sependa,Rosie,vidado,2
979,Shiru,Tommy,comfyapp,6
980,The Clorox Company,Goldie,www.hoodincubator,0
981,Even,Edna,www.trellisgrows,9
982,Teech Mahindra,Vishwa,FOUNDATION,1
983,Broadly,Era,wedrop,1
984,PANDORA MEDIA INC.,Goldie,revitalizeventures,3
985,Daily Kos,Barbara,taote.shop,1
986,Google,Abbie,ceresimaging,2
987,TradeLanes,Jeanette,kickstartcoding,9
988,BuildSite,Tressie,buildsite,1
989,TCS,Roshan,kaiserpermanente,5
990,Beezwax,Green,tradelanes,0
991,CrescendoApp.com,David,www.boxbot,1
992,LendUp,Trudie,mmwd,5
993,Legal Passage,Ira,dailykos,3
994,Pyka,Olanga,joro,3
995,CandleCRM,Glennie,fcsi,7
996,DeepMedia AI,Nelson,theshoppad,3
997,Customer Lobby,Glennie,powerhouse.fund,4
998,Guide,Emmett,vivun,7
999,TCS,PAUL,hayden,1
1000,Lucid,Emmitt,meruscase,5
1001,SUB4ME INC,Nellie,logistixsolutions,8
1002,CandleCRM,Myrtis,fcsi,5
1003,Sun Microsystem,Emmett,marqeta,0
1004,Axiom Cloud,Liza,renewfinancial,8
1005,Powered by Pennies,Hettie,buildsite,6
1006,Rx Redefined,Ernest,liferaft,3
1007,MCT CO,Louis,www.npmjs,8
1008,Capology,Davin,IT Challange,5
1009,Flexi Network,Dave,www.askmediagroup,2
1010,SPARKART GROUP INC,Pearlie,distru,8
1011,Yarden,Hollis,tinctoriumbio,7
1012,Fluid,Dave,radicaldesigns,7
1013,Oracle,Lorraine,squadcast.fm,7
1014,Breezy,Nelson,kindwhale,1
1015,Pine Park Health,Dinesh David,comfyapp,8
1016,Ceres Imaging,Evelyn,efoundryconsulting,3
1017,AppSmyth Inc.,David,tracedata,3
1018,Design Action Collective,Edna,radicaldesigns,8
1019,Sun Microsystem,Katie,helloresolve,2
1020,Cloudstead,Robert,fivetran,1
1021,Ask Media Group,Julius,hayden,3
1022,LendUp,Isaac,Technology,7
1023,TCS,Warhol,yarden.garden,9
1024,Logistix Solutions,Sidney,unchainedlogistics,1
1025,Financial Computer Support Inc.,Barbara,deferpanic,4
1026,OPAL QUALITY SYSTEM MGMT.,Mamie,mct,6
1027,Teech Mahindra,Ernest,divineinterventures,4
1028,Mastek,Margie,mmwd,1
1029,Powered by Pennies,Alma,launchdarkly,0
1030,Guide,Rubie,parsleysoftware,8
1031,Simple Dynamics,Emmett,liferaft,4
1032,Hewai,Green,squadcast.fm,9
1033,OPAL QUALITY SYSTEM MGMT.,Dennis,mayvenn,9
1034,Fivetran,Mamie,www.pandora,3
1035,Binti,Nelson,abstractcre,5
1036,Oyster,Gennie,zonetap,0
1037,iO Genesys Inc.,Anne,kato,1
1038,NVIDIA,Emmitt,mmwd,5
1039,Kickstart Coding,Vinnie,joinbloommunity,1
1040,Vertosa,Joe,ceresimaging,7
1041,Phillips 66,Linnie,unchainedlogistics,6
1042,Sependa,Liza,www.hoodincubator,7
1043,21Tech,Trudie,fotonotes,9
1044,yozio,Gordon,comfyapp,6
1045,Palo Colorado Software.,Gennie,cintric,5
1046,Montclair Advisors LLC,Rachel,meruscase,2
1047,Daily Kos,Willie,storytellerhq,8
1048,Etracker,Alma,tracedata,5
1049,Skilltapp Inc.,Alma,schoolzilla,6
1050,TCS,Abbie,hingeto,3
1051,iO Genesys Inc.,Edna,theshoppad,5
1052,SquadCast.fm,Edna,comfyapp,9
1053,iO Genesys Inc.,Lassie,buildsite,8
1054,Unionforce,Emmett,techliminal,4
1055,MetriTech,Linnie,montclairadvisors,7
1056,Stockwell Inc.,Aline,flypyka,3
1057,Roofstock,Jean,etrackerllc,3
1058,Shiru,Myrtie,fcsi,9
1059,Boxbot,Pearlie,customerlobby,1
1060,Montclair Advisors LLC,Iona,unagiscooters,0
1061,Cintric,Jeanette,cintric,4
1062,Abstract,Linnie,www.pandora,6
1063,Legal Passage,Louis,dailykos,3
1064,ExaVault,Marion,squadcast.fm,8
1065,XQ Message,Trudie,parsleysoftware,9
1066,Boxbot,Hollis,www.askmediagroup,4
1067,TCS,Wilson,litterati,5
1068,Vi Bryant,Maud,www.beezwax,3
1069,Rx Redefined,James,swingtalent,3
1070,Kalabox,Porter,kbcstaffing,8
1071,Luna Information Systems,James,renewfinancial,9
1072,Breezy,Lillian,swingtalent,3
1073,Omicia,Lucinda,joinbloommunity,5
1074,Momentum,Dinesh David,schoolzilla,9
1075,XQ Message,Robert,deepmedia,1
1076,EFoundry Consulting,Anne,metritech,6
1077,Rx Redefined,Clyde,tinctoriumbio,0
1078,Saferize,Porter,flo-ai,3
1079,Shared Process Ecosystems,Pinkie,simpledynamics,4
1080,Shiru,Adolphus,efoundryconsulting,8
1081,Dotshop,Joe,pogofin,5
1082,Google,Ray,propellerlabs,1
1083,CrescendoApp.com,Marion,nearbyhq,7
1084,Infosys,Bettie,envisionmobile,3
1085,ENVision mobile,Rachel,www.lendup,3
1086,EFoundry Consulting,Richard,bodega,4
1087,Vidado,Elsie,IT Challange,6
1088,Mynd,Trudie,poweredbypennies,0
1089,Bedrock Analytics,Laura,breezy,7
1090,SPARKART GROUP INC,Gordon,logistixsolutions,4
1091,Idea Builder,Abbie,hingeto,8
1092,Idea Builder,Tommy,britehub,9
1093,Logistix Solutions,Jim Andrson,simpledynamics,6
1094,Vertosa,Gordon,unchainedlogistics,0
1095,Oracle,Jean,skyloom,2
1096,Storyteller,Green,www.beezwax,1
1097,cizna,Edward,linqsoftware,3
1098,SquadCast.fm,Ralph,manifold,6
1099,Revitalize Venture Studio,Edna,etrackerllc,7
1100,ExaVault,Robert,gravitational,5
1101,LAVA,King,skillprint,6
1102,Sun Microsystem,Warhol,getthru,4
1103,Walmart,Matrina,www.pandora,1
1104,Next Tech,Alfred,tinctoriumbio,0
1105,Teech Mahindra,Joe,www.gtwy,5
1106,BuildSite,Corine,servant,7
1107,KBC Staffing,Warhol,yunithome,2
1108,AerialSpaces,Alfred,qdev,0
1109,Kaiser Permanente,Cleo,vsco,9
1110,Cintric,Pinkie,vivun,2
1111,MCT CO,Hettie,kickstartcoding,1
1112,Palo Colorado Software.,Emmett,guideapp,8
1113,Idea Builder,Alfred,etrackerllc,5
1114,Logistix Solutions,Lillian,skilltapp,6
1115,Financial Computer Support Inc.,Thelma,customerlobby,1
1116,Micromax,Thelma,viable.fit,2
1117,DeepMedia AI,Willie,FOUNDATION,7
1118,Glassbreakers,Lucinda,bigrunstudios,4
1119,SquadCast.fm,Sarah,wedrop,2
1120,Teech Mahindra,Lenora,tracedata,0
1121,Chemistry,Ernest,unagiscooters,7
1122,LocusLabs Inc,Louis,joro,9
1123,Moonshot Brands,Olanga,saferize,4
1124,Servant,Elsie,relasosales-crm,0
1125,OPAL QUALITY SYSTEM MGMT.,Evelyn,zorroa,2
1126,SPARKART GROUP INC,PETER,flypyka,7
1127,SquadCast.fm,Evelyn,nana academy,5
1128,Afriex,Roshan,unchainedlogistics,2
1129,Dotshop,Rachel,wedrop,0
1130,Skilltapp Inc.,Lenora,nearbyhq,3
1131,Palo Colorado Software.,Thelma,oncue,3
1132,MetriTech,Annie,givemomentum,9
1133,Shell,Lucinda,flexiwork,9
1134,amazon,Myrtis,storytellerhq,2
1135,AerialSpaces,Abbie,World IT,4
1136,Baowu,Clarence,zonetap,9
1137,Micromax,Glennie,better,1
1138,The Hood Incubator,Lenora,zorroa,8
1139,Unagi Scooters,Linnie,designaction,5
1140,Micromax,Edna,candlecrm,5
1141,UHG,Alfred,mailchimp,7
1142,TargetX,Leslie,sparkart,0
1143,SquadCast.fm,KELLY,grasshopperkiosks,9
1144,tEQuitable,David,mayvenn,4
1145,Pyka,Lassie,oystersoft,1
1146,Chemistry,Matrina,mct,1
1147,Schoolzilla,Ossie,tinctoriumbio,0
1148,swiss,Pinkie,ceresimaging,1
1149,OPAL QUALITY SYSTEM MGMT.,Vinnie,nana academy,3
1150,Financial Computer Support Inc.,Marion,deferpanic,8
1151,VSCO,Rosie,kalabox.kalamuna,0
1152,SWIG,Davin,parsleysoftware,9
1153,Palo Colorado Software.,Rachel,IT Company,3
1154,Shared Process Ecosystems,Ralph,Technology,5
1155,GE,Jim Andrson,everlaw,2
1156,Etracker,Louis,designaction,0
1157,MCT CO,Adolphus,Information Technology,5
1158,Angeloop Inc,Gerald,stealthy,0
1159,Powerhouse,Dessie,frontleaf,1
1160,Quosap,Corine,liferaft,7
1161,RateCred,Julius,www.npmjs,6
1162,q{Dev} LLC,Ellen,glancepoint,4
1163,yozio,Rachel,legalpassage,4
1164,99designs,Mabel,yarden.garden,4
1165,Pine Park Health,Linnie,chargehound,0
1166,AerialSpaces,Joe,outlier,3
1167,Shell,Myrtis,swingtalent,9
1168,Yunit,Emmett,swig,5
1169,tEQuitable,PAUL,www.gtwy,9
1170,Oncue,Gennie,yozio,9
1171,Omicia,Jeanette,litterati,8
1172,Joro,Joe,productboard,2
1173,Unchained Logistics,Emmie,www.hoodincubator,5
1174,Fluid,Jimmy,shiru,4
1175,Unchained Logistics,David,candlecrm,8
1176,Even,Clyde,www.boxbot,9
1177,Etracker,Green,saferize,5
1178,Hayden AI,Edward,thecloroxcompany,7
1179,Allganize,Emmett,montclairadvisors,6
1180,Flipcause,Warhol,skillprint,3
1181,Stealthy IM,Ray,legalpassage,4
1182,Stockwell Inc.,Gordon,vivun,9
1183,Momentum,Ellen,yarden.garden,6
1184,Chemistry,Pearlie,polysign,2
1185,Mastek,Ray,meruscase,1
1186,Servant,Liza,kindwhale,7
1187,Gateway Incubator,Lenora,propellerlabs,5
1188,Glassbreakers,Jeanette,renewfinancial,3
1189,Marqeta,Clarence,exavault,1
1190,Pogo Financial,Maud,breezy,6
1191,Hewai,William,fivetran,6
1192,Cadency,Joe,getthru,9
1193,Joro,Emmie,poweredbypennies,9
